S000000027	YAL029C	MYO4	ORF	DOID:0060775	microvillus inclusion disease	ISS		HGNC:7603	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000004123	YLR133W	CKI1	ORF	DOID:1826	epilepsy	ISS		HGNC:1937	manually curated	35202461	Klöckner C, et al. (2022) Bi-allelic variants in CHKA cause a neurodevelopmental disorder with epilepsy and microcephaly. Brain 145(6):1916-1923
S000004144	YLR154C	RNH203	ORF	DOID:0050629	Aicardi-Goutieres syndrome	IMP			manually curated	26456534	Keskin H and Storici F (2015) Defects in RNase H2 Stimulate DNA Break Repair by RNA Reverse Transcribed into cDNA. Microrna 4(2):109-16
S000004144	YLR154C	RNH203	ORF	DOID:0050629	Aicardi-Goutieres syndrome	ISS		HGNC:24116	manually curated	26456534	Keskin H and Storici F (2015) Defects in RNase H2 Stimulate DNA Break Repair by RNA Reverse Transcribed into cDNA. Microrna 4(2):109-16
S000004153	YLR163C	MAS1	ORF	DOID:0070332	multiple mitochondrial dysfunctions syndrome 6	IMP			manually curated	29576218	
S000004153	YLR163C	MAS1	ORF	DOID:0070332	multiple mitochondrial dysfunctions syndrome 6	ISS		HGNC:9119	manually curated	29576218	
S000004154	YLR164W	SHH4	ORF	DOID:0050773	paraganglioma	IMP			manually curated	25328978	Chang YL, et al. (2015) Instability of succinate dehydrogenase in SDHD polymorphism connects reactive oxygen species production to nuclear and mitochondrial genomic mutations in yeast. Antioxid Redox Signal 22(7):587-602
S000004154	YLR164W	SHH4	ORF	DOID:0050773	paraganglioma	ISS		HGNC:10683	manually curated	25328978	Chang YL, et al. (2015) Instability of succinate dehydrogenase in SDHD polymorphism connects reactive oxygen species production to nuclear and mitochondrial genomic mutations in yeast. Antioxid Redox Signal 22(7):587-602
S000004164	YLR174W	IDP2	ORF	DOID:3070	high grade glioma	IMP			manually curated	27427385	
S000004164	YLR174W	IDP2	ORF	DOID:3070	high grade glioma	ISS		HGNC:5382	manually curated	27427385	
S000004176	YLR186W	EMG1	ORF	DOID:0050684	Bowen-Conradi syndrome	IGI		HGNC:16912	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000004176	YLR186W	EMG1	ORF	DOID:0050684	Bowen-Conradi syndrome	ISS		HGNC:16912	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000004181	YLR191W	PEX13	ORF	DOID:906	peroxisomal disease	IGI		HGNC:8855	manually curated	9480815	Shimozawa N, et al. (1998) Peroxisome biogenesis disorders: identification of a new complementation group distinct from peroxisome-deficient CHO mutants and not complemented by human PEX 13. Biochem Biophys Res Commun 243(2):368-71
S000004181	YLR191W	PEX13	ORF	DOID:906	peroxisomal disease	ISS		HGNC:8855	manually curated	9480815	Shimozawa N, et al. (1998) Peroxisome biogenesis disorders: identification of a new complementation group distinct from peroxisome-deficient CHO mutants and not complemented by human PEX 13. Biochem Biophys Res Commun 243(2):368-71
S000004191	YLR201C	COQ9	ORF	DOID:0050730	coenzyme Q10 deficiency disease	IGI		HGNC:25302	manually curated	19375058	Duncan AJ, et al. (2009) A nonsense mutation in COQ9 causes autosomal-recessive neonatal-onset primary coenzyme Q10 deficiency: a potentially treatable form of mitochondrial disease. Am J Hum Genet 84(5):558-66
S000004191	YLR201C	COQ9	ORF	DOID:0050730	coenzyme Q10 deficiency disease	ISS		HGNC:25302	manually curated	19375058	Duncan AJ, et al. (2009) A nonsense mutation in COQ9 causes autosomal-recessive neonatal-onset primary coenzyme Q10 deficiency: a potentially treatable form of mitochondrial disease. Am J Hum Genet 84(5):558-66
S000004202	YLR212C	TUB4	ORF	DOID:0090138	complex cortical dysplasia with other brain malformations 4	IMP			manually curated	23603762	Poirier K, et al. (2013) Mutations in TUBG1, DYNC1H1, KIF5C and KIF2A cause malformations of cortical development and microcephaly. Nat Genet 45(6):639-47
S000004202	YLR212C	TUB4	ORF	DOID:0090138	complex cortical dysplasia with other brain malformations 4	ISS		HGNC:12417	manually curated	23603762	Poirier K, et al. (2013) Mutations in TUBG1, DYNC1H1, KIF5C and KIF2A cause malformations of cortical development and microcephaly. Nat Genet 45(6):639-47
S000004227	YLR237W	THI7	ORF	DOID:13382	megaloblastic anemia	IGI		HGNC:10938	manually curated	10074490	Stagg AR, et al. (1999) Defective high-affinity thiamine transporter leads to cell death in thiamine-responsive megaloblastic anemia syndrome fibroblasts. J Clin Invest 103(5):723-9
S000004227	YLR237W	THI7	ORF	DOID:13382	megaloblastic anemia	ISS		HGNC:10938	manually curated	10074490	Stagg AR, et al. (1999) Defective high-affinity thiamine transporter leads to cell death in thiamine-responsive megaloblastic anemia syndrome fibroblasts. J Clin Invest 103(5):723-9
S000004229	YLR239C	LIP2	ORF	DOID:9268	glycine encephalopathy	IMP			manually curated	28757203	Habarou F, et al. (2017) Biallelic Mutations in LIPT2 Cause a Mitochondrial Lipoylation Defect Associated with Severe Neonatal Encephalopathy. Am. J. Hum. Genet. 101(2):283-290
S000004229	YLR239C	LIP2	ORF	DOID:9268	glycine encephalopathy	ISS		HGNC:37216	manually curated	28757203	Habarou F, et al. (2017) Biallelic Mutations in LIPT2 Cause a Mitochondrial Lipoylation Defect Associated with Severe Neonatal Encephalopathy. Am. J. Hum. Genet. 101(2):283-290
S000004232	YLR242C	ARV1	ORF	DOID:0080417	developmental and epileptic encephalopathy 38	IGI		HGNC:29561	manually curated	27270415	Palmer EE, et al. (2016) Neuronal deficiency of ARV1 causes an autosomal recessive epileptic encephalopathy. Hum Mol Genet 25(14):3042-3054
S000004232	YLR242C	ARV1	ORF	DOID:0080417	developmental and epileptic encephalopathy 38	IMP			manually curated	32449190	Okai H, et al. (2020) Cold-sensitive phenotypes of a yeast null mutant of ARV1 support its role as a GPI flippase. FEBS Lett 594(15):2431-2439
S000004232	YLR242C	ARV1	ORF	DOID:0080417	developmental and epileptic encephalopathy 38	IMP			manually curated	32462292	Segel R, et al. (2020) A defect in GPI synthesis as a suggested mechanism for the role of ARV1 in intellectual disability and seizures. Neurogenetics 21(4):259-267
S000004232	YLR242C	ARV1	ORF	DOID:0080417	developmental and epileptic encephalopathy 38	ISS		HGNC:29561	manually curated	27270415	Palmer EE, et al. (2016) Neuronal deficiency of ARV1 causes an autosomal recessive epileptic encephalopathy. Hum Mol Genet 25(14):3042-3054
S000004232	YLR242C	ARV1	ORF	DOID:0080417	developmental and epileptic encephalopathy 38	ISS		HGNC:29561	manually curated	32165008	Davids M, et al. (2020) Homozygous splice-variants in human ARV1 cause GPI-anchor synthesis deficiency. Mol Genet Metab 130(1):49-57
S000004232	YLR242C	ARV1	ORF	DOID:0080417	developmental and epileptic encephalopathy 38	ISS		HGNC:29561	manually curated	32449190	Okai H, et al. (2020) Cold-sensitive phenotypes of a yeast null mutant of ARV1 support its role as a GPI flippase. FEBS Lett 594(15):2431-2439
S000004232	YLR242C	ARV1	ORF	DOID:0080417	developmental and epileptic encephalopathy 38	ISS		HGNC:29561	manually curated	32462292	Segel R, et al. (2020) A defect in GPI synthesis as a suggested mechanism for the role of ARV1 in intellectual disability and seizures. Neurogenetics 21(4):259-267
S000004232	YLR242C	ARV1	ORF	DOID:9455	lipid storage disease	IGI		HGNC:29561	manually curated	24273168	"Ruggles KV, et al. (2014) A functional, genome-wide evaluation of liposensitive yeast identifies the ""ARE2 required for viability"" (ARV1) gene product as a major component of eukaryotic fatty acid resistance. J Biol Chem 289(7):4417-31"
S000004232	YLR242C	ARV1	ORF	DOID:9455	lipid storage disease	ISS		HGNC:29561	manually curated	24273168	"Ruggles KV, et al. (2014) A functional, genome-wide evaluation of liposensitive yeast identifies the ""ARE2 required for viability"" (ARV1) gene product as a major component of eukaryotic fatty acid resistance. J Biol Chem 289(7):4417-31"
S000004241	YLR251W	SYM1	ORF	DOID:0080121	mitochondrial DNA depletion syndrome 3	IGI		HGNC:7224	manually curated	16582910	
S000004241	YLR251W	SYM1	ORF	DOID:0080121	mitochondrial DNA depletion syndrome 3	ISS		HGNC:7224	manually curated	16582910	
S000004241	YLR251W	SYM1	ORF	DOID:0080125	mitochondrial DNA depletion syndrome 6	IMP			manually curated	30273399	
S000004241	YLR251W	SYM1	ORF	DOID:0080125	mitochondrial DNA depletion syndrome 6	ISS		HGNC:7224	manually curated	30273399	
S000004241	YLR251W	SYM1	ORF	DOID:700	mitochondrial metabolism disease	IMP			manually curated	20042463	Dallabona C, et al. (2010) Sym1, the yeast ortholog of the MPV17 human disease protein, is a stress-induced bioenergetic and morphogenetic mitochondrial modulator. Hum Mol Genet 19(6):1098-107
S000004241	YLR251W	SYM1	ORF	DOID:700	mitochondrial metabolism disease	ISS		HGNC:7224	manually curated	20042463	Dallabona C, et al. (2010) Sym1, the yeast ortholog of the MPV17 human disease protein, is a stress-induced bioenergetic and morphogenetic mitochondrial modulator. Hum Mol Genet 19(6):1098-107
S000004253	YLR263W	RED1	ORF	DOID:12336	male infertility	IMP			manually curated	31866047	Schilit SLP, et al. (2020) SYCP2 Translocation-Mediated Dysregulation and Frameshift Variants Cause Human Male Infertility. Am J Hum Genet 106(1):41-57
S000004253	YLR263W	RED1	ORF	DOID:12336	male infertility	ISS		HGNC:11490	manually curated	31866047	Schilit SLP, et al. (2020) SYCP2 Translocation-Mediated Dysregulation and Frameshift Variants Cause Human Male Infertility. Am J Hum Genet 106(1):41-57
S000004264	YLR274W	MCM5	ORF	DOID:0060306	Meier-Gorlin syndrome	IGI		HGNC:6948	manually curated	28198391	Vetro A, et al. (2017) MCM5: a new actor in the link between DNA replication and Meier-Gorlin syndrome. Eur. J. Hum. Genet. 25(5):646-650
S000004264	YLR274W	MCM5	ORF	DOID:0060306	Meier-Gorlin syndrome	ISS		HGNC:6948	manually curated	28198391	Vetro A, et al. (2017) MCM5: a new actor in the link between DNA replication and Meier-Gorlin syndrome. Eur. J. Hum. Genet. 25(5):646-650
S000004280	YLR289W	GUF1	ORF	DOID:0050562	West syndrome	IGI		HGNC:25799	manually curated	26486472	Alfaiz AA, et al. (2016) West syndrome caused by homozygous variant in the evolutionary conserved gene encoding the mitochondrial elongation factor GUF1. Eur J Hum Genet 24(7):1001-8
S000004280	YLR289W	GUF1	ORF	DOID:0050562	West syndrome	ISS		HGNC:25799	manually curated	26486472	Alfaiz AA, et al. (2016) West syndrome caused by homozygous variant in the evolutionary conserved gene encoding the mitochondrial elongation factor GUF1. Eur J Hum Genet 24(7):1001-8
S000004282	YLR291C	GCD7	ORF	DOID:0060868	leukoencephalopathy with vanishing white matter	IMP			manually curated	14993275	
S000004282	YLR291C	GCD7	ORF	DOID:0060868	leukoencephalopathy with vanishing white matter	IMP			manually curated	30115954	
S000004282	YLR291C	GCD7	ORF	DOID:0060868	leukoencephalopathy with vanishing white matter	ISS		HGNC:3258	manually curated	14993275	
S000004282	YLR291C	GCD7	ORF	DOID:0060868	leukoencephalopathy with vanishing white matter	ISS		HGNC:3258	manually curated	30115954	
S000004295	YLR304C	ACO1	ORF	DOID:0111442	optic atrophy 9	IMP			manually curated	33028849	Neumann MA, et al. (2020) Haploinsufficiency due to a novel ACO2 deletion causes mitochondrial dysfunction in fibroblasts from a patient with dominant optic nerve atrophy. Sci Rep 10(1):16736
S000004295	YLR304C	ACO1	ORF	DOID:0111442	optic atrophy 9	ISS		HGNC:118	manually curated	33028849	Neumann MA, et al. (2020) Haploinsufficiency due to a novel ACO2 deletion causes mitochondrial dysfunction in fibroblasts from a patient with dominant optic nerve atrophy. Sci Rep 10(1):16736
S000004295	YLR304C	ACO1	ORF	DOID:1289	neurodegenerative disease	IGI		HGNC:118	manually curated	25351951	Metodiev MD, et al. (2014) Mutations in the tricarboxylic acid cycle enzyme, aconitase 2, cause either isolated or syndromic optic neuropathy with encephalopathy and cerebellar atrophy. J Med Genet 51(12):834-8
S000004295	YLR304C	ACO1	ORF	DOID:1289	neurodegenerative disease	ISS		HGNC:118	manually curated	25351951	Metodiev MD, et al. (2014) Mutations in the tricarboxylic acid cycle enzyme, aconitase 2, cause either isolated or syndromic optic neuropathy with encephalopathy and cerebellar atrophy. J Med Genet 51(12):834-8
S000004295	YLR304C	ACO1	ORF	DOID:1891	optic nerve disease	IGI		HGNC:118	manually curated	25351951	Metodiev MD, et al. (2014) Mutations in the tricarboxylic acid cycle enzyme, aconitase 2, cause either isolated or syndromic optic neuropathy with encephalopathy and cerebellar atrophy. J Med Genet 51(12):834-8
S000004295	YLR304C	ACO1	ORF	DOID:1891	optic nerve disease	ISS		HGNC:118	manually curated	25351951	Metodiev MD, et al. (2014) Mutations in the tricarboxylic acid cycle enzyme, aconitase 2, cause either isolated or syndromic optic neuropathy with encephalopathy and cerebellar atrophy. J Med Genet 51(12):834-8
S000004295	YLR304C	ACO1	ORF	DOID:331	central nervous system disease	IGI		HGNC:118	manually curated	25351951	Metodiev MD, et al. (2014) Mutations in the tricarboxylic acid cycle enzyme, aconitase 2, cause either isolated or syndromic optic neuropathy with encephalopathy and cerebellar atrophy. J Med Genet 51(12):834-8
S000004295	YLR304C	ACO1	ORF	DOID:331	central nervous system disease	ISS		HGNC:118	manually curated	25351951	Metodiev MD, et al. (2014) Mutations in the tricarboxylic acid cycle enzyme, aconitase 2, cause either isolated or syndromic optic neuropathy with encephalopathy and cerebellar atrophy. J Med Genet 51(12):834-8
S000004340	YLR348C	DIC1	ORF	DOID:0060475	childhood onset epileptic encephalopathy	IMP			manually curated	29211846	Punzi G, et al. (2018) SLC25A10 biallelic mutations in intractable epileptic encephalopathy with complex I deficiency. Hum Mol Genet 27(3):499-504
S000004340	YLR348C	DIC1	ORF	DOID:0060475	childhood onset epileptic encephalopathy	ISS		HGNC:10980	manually curated	29211846	Punzi G, et al. (2018) SLC25A10 biallelic mutations in intractable epileptic encephalopathy with complex I deficiency. Hum Mol Genet 27(3):499-504
S000004340	YLR348C	DIC1	ORF	DOID:0060536	mitochondrial complex I deficiency	IMP			manually curated	29211846	Punzi G, et al. (2018) SLC25A10 biallelic mutations in intractable epileptic encephalopathy with complex I deficiency. Hum Mol Genet 27(3):499-504
S000004340	YLR348C	DIC1	ORF	DOID:0060536	mitochondrial complex I deficiency	ISS		HGNC:10980	manually curated	29211846	Punzi G, et al. (2018) SLC25A10 biallelic mutations in intractable epileptic encephalopathy with complex I deficiency. Hum Mol Genet 27(3):499-504
S000004340	YLR348C	DIC1	ORF	DOID:0070329	mitochondrial DNA depletion syndrome	IMP			manually curated	29211846	Punzi G, et al. (2018) SLC25A10 biallelic mutations in intractable epileptic encephalopathy with complex I deficiency. Hum Mol Genet 27(3):499-504
S000004340	YLR348C	DIC1	ORF	DOID:0070329	mitochondrial DNA depletion syndrome	ISS		HGNC:10980	manually curated	29211846	Punzi G, et al. (2018) SLC25A10 biallelic mutations in intractable epileptic encephalopathy with complex I deficiency. Hum Mol Genet 27(3):499-504
S000004342	YLR350W	ORM2	ORF	DOID:0050466	Loeys-Dietz syndrome	ISS		HGNC:16036	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000004342	YLR350W	ORM2	ORF	DOID:2841	asthma	ISS		HGNC:16038	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000004374	YLR382C	NAM2	ORF	DOID:0050857	Perrault syndrome	IGI		HGNC:17095	manually curated	23541342	Pierce SB, et al. (2013) Mutations in LARS2, encoding mitochondrial leucyl-tRNA synthetase, lead to premature ovarian failure and hearing loss in Perrault syndrome. Am J Hum Genet 92(4):614-20
S000004374	YLR382C	NAM2	ORF	DOID:0050857	Perrault syndrome	ISS		HGNC:17095	manually curated	23541342	Pierce SB, et al. (2013) Mutations in LARS2, encoding mitochondrial leucyl-tRNA synthetase, lead to premature ovarian failure and hearing loss in Perrault syndrome. Am J Hum Genet 92(4):614-20
S000004374	YLR382C	NAM2	ORF	DOID:700	mitochondrial metabolism disease	IGI		HGNC:17095	manually curated	25261707	Di Micco P, et al. (2014) The yeast model suggests the use of short peptides derived from mt LeuRS for the therapy of diseases due to mutations in several mt tRNAs. Biochim Biophys Acta 1843(12):3065-74
S000004374	YLR382C	NAM2	ORF	DOID:700	mitochondrial metabolism disease	ISS		HGNC:17095	manually curated	25261707	Di Micco P, et al. (2014) The yeast model suggests the use of short peptides derived from mt LeuRS for the therapy of diseases due to mutations in several mt tRNAs. Biochim Biophys Acta 1843(12):3065-74
S000004376	YLR384C	IKI3	ORF	DOID:11589	Riley-Day syndrome	IMP			manually curated	26261306	Xu H, et al. (2015) Dimerization of elongator protein 1 is essential for Elongator complex assembly. Proc Natl Acad Sci U S A 112(34):10697-702
S000004376	YLR384C	IKI3	ORF	DOID:11589	Riley-Day syndrome	ISS		HGNC:5959	manually curated	25450681	Karlsborn T, et al. (2014) Familial dysautonomia (FD) patients have reduced levels of the modified wobble nucleoside mcm(5)s(2)U in tRNA. Biochem Biophys Res Commun 454(3):441-5
S000004376	YLR384C	IKI3	ORF	DOID:11589	Riley-Day syndrome	ISS		HGNC:5959	manually curated	26261306	Xu H, et al. (2015) Dimerization of elongator protein 1 is essential for Elongator complex assembly. Proc Natl Acad Sci U S A 112(34):10697-702
S000004396	YLR404W	SEI1	ORF	DOID:0050585	congenital generalized lipodystrophy	IGI		HGNC:15832	manually curated	18093937	Szymanski KM, et al. (2007) The lipodystrophy protein seipin is found at endoplasmic reticulum lipid droplet junctions and is important for droplet morphology. Proc Natl Acad Sci U S A 104(52):20890-5
